UserID,No_of_days_Visited_7_Days,No_Of_Products_Viewed_15_Days,User_Vintage,Most_Viewed_product_15_Days,Most_Active_OS,Recently_Viewed_Product,Pageloads_last_7_days,Clicks_last_7_days
U104203,3,5,1645,PR101148,WINDOWS,PR100226,9,12
U104204,0,2,539,PR100130,MAC OS X,PR100130,0,0
U104205,1,1,177,PR100782,ANDROID,PR100782,1,0
U104206,1,3,152,PR101800,WINDOWS,PR100876,3,2
U104207,1,1,210,PR100352,ANDROID,PR100352,1,0
U104208,3,21,84,PR100086,WINDOWS,PR100885,6,26
U104209,5,7,152,PR100030,WINDOWS,PR100938,6,3
U104210,0,0,2075,Product101,WINDOWS,PR100506,0,0
U104211,5,19,1511,PR100050,WINDOWS,PR100166,12,33
U104212,3,3,560,PR100466,WINDOWS,PR100466,1,4
U104213,4,17,279,PR101831,WINDOWS,PR101643,15,76
U104214,2,3,1562,Product101,WINDOWS,Product101,2,3
U104216,2,2,762,PR100842,ANDROID,PR100842,1,1
U104218,0,2,402,PR100872,WINDOWS,PR100192,0,0
U104219,0,1,0,PR100438,ANDROID,PR100102,0,0
U104220,3,3,1146,PR100051,WINDOWS,PR101298,5,6
U104221,5,10,346,PR100102,ANDROID,PR100102,14,30
U104222,3,5,413,PR100285,WINDOWS,PR100844,3,56
U104223,0,1,0,PR100959,WINDOWS,Product101,0,0
U104224,2,4,58,PR100872,WINDOWS,PR100872,3,2
U104227,1,2,83,PR100113,WINDOWS,PR100113,0,5
U104228,1,1,62,PR100166,WINDOWS,PR100166,1,1
U104229,2,3,113,PR100420,MAC OS X,PR100321,0,9
U104230,1,1,178,PR100728,WINDOWS,Product101,0,19
U104231,1,1,48,PR100015,ANDROID,PR100670,1,2
U104233,1,1,275,PR101732,WINDOWS,Product101,0,1
U104234,1,3,248,PR101023,MAC OS X,PR100017,2,0
U104235,1,1,88,PR100788,ANDROID,PR100788,2,1
U104236,1,1,89,PR100035,ANDROID,PR100035,2,0
U104237,3,4,555,PR100656,WINDOWS,PR100163,2,2
U104238,3,8,424,PR101042,LINUX,PR100081,11,146
U104240,1,1,418,PR101039,ANDROID,PR100102,1,0
U104241,1,1,822,PR100061,LINUX,PR100061,1,2
U104242,3,3,1133,PR100025,ANDROID,PR100025,3,0
U104243,3,10,1747,PR100320,MAC OS X,PR100185,4,3
U104244,0,0,291,Product101,LINUX,PR100199,0,0
U104245,1,1,56,PR100274,MAC OS X,PR100274,1,0
U104246,2,2,107,Product101,ANDROID,Product101,3,1
U104247,1,1,53,PR100010,ANDROID,Product101,0,2
U104248,5,27,924,PR100166,ANDROID,PR100166,15,12
U104249,1,3,262,PR100248,WINDOWS,PR101478,2,0
U104250,2,5,269,PR100390,WINDOWS,PR100017,6,1
U104251,1,2,1621,PR100102,ANDROID,PR100966,1,0
U104252,1,1,217,PR100128,WINDOWS,PR100128,1,0
U104253,1,1,411,PR101049,LINUX,PR101049,1,0
U104255,1,3,350,PR101648,WINDOWS,PR101648,2,4
U104256,1,1,89,PR100376,WINDOWS,PR100376,1,12
U104257,0,3,1452,PR100166,WINDOWS,PR100390,0,0
U104258,1,1,1297,PR100629,WINDOWS,PR100134,4,6
U104259,2,2,793,PR100316,ANDROID,Product101,3,0
U104260,1,9,888,PR109307,MAC OS X,PR100893,1,1
U104261,1,1,55,PR101975,ANDROID,PR101975,1,0
U104262,1,4,288,PR100986,WINDOWS,PR100986,3,2
U104263,1,2,56,PR100469,LINUX,PR100006,1,0
U104264,1,4,1933,PR100732,LINUX,PR100732,1,0
U104265,0,0,478,Product101,WINDOWS,PR100226,0,0
U104266,3,1,84,PR100609,WINDOWS,PR100609,2,4
U104267,1,1,395,PR100050,WINDOWS,PR100050,1,0
U104268,1,7,62,PR100200,WINDOWS,PR100885,8,15
U104269,4,1,61,PR101151,WINDOWS,PR101151,4,3
U104270,2,2,370,PR100025,ANDROID,Product101,2,1
U104272,1,4,59,PR100885,ANDROID,PR100885,9,6
U104273,3,3,236,PR100039,ANDROID,Product101,2,0
U104274,1,1,309,PR100432,WINDOWS,PR100088,0,4
U104275,2,5,340,PR103543,ANDROID,PR103543,4,50
U104277,1,3,455,PR100044,WINDOWS,PR100321,2,2
U104278,4,2,63,PR100200,WINDOWS,PR100761,3,5
U104281,1,3,75,PR100027,WINDOWS,PR100027,3,2
U104282,1,2,1660,PR100606,UBUNTU,PR100846,1,0
U104283,1,5,90,PR101814,ANDROID,PR100010,1,0
U104284,2,2,280,PR100055,WINDOWS,PR100017,2,0
U104285,3,3,80,PR100166,WINDOWS,PR100390,6,16
U104286,1,4,0,PR100144,WINDOWS,PR100144,1,9
U104290,0,3,472,PR100431,WINDOWS,PR100102,0,0
U104291,3,2,101,PR100166,WINDOWS,PR100166,10,9
U104292,0,0,56,Product101,WINDOWS,PR100120,0,0
U104293,1,1,52,PR100645,ANDROID,PR100645,1,0
U104294,2,3,52,PR100471,WINDOWS,PR100000,1,5
U104295,3,15,506,PR100319,WINDOWS,PR100083,12,4
U104296,3,3,174,PR100166,WINDOWS,PR100390,4,5
U104300,3,5,275,PR100142,WINDOWS,PR100176,5,16
U104301,2,3,213,PR100073,ANDROID,Product101,2,2
U104303,2,3,217,PR100510,WINDOWS,PR100510,0,0
U104304,3,3,50,PR100342,WINDOWS,PR100342,4,0
U104305,4,3,78,PR100023,ANDROID,PR100258,3,1
U104306,0,0,79,Product101,ANDROID,PR100616,0,0
U104307,1,2,140,PR100401,WINDOWS,PR100401,1,1
U104308,1,11,259,PR103537,MAC OS X,PR100515,14,11
U104309,1,2,66,PR100076,MAC OS X,PR100076,2,1
U104310,1,1,80,PR100864,ANDROID,PR100864,1,0
U104311,3,5,208,PR101249,ANDROID,PR101249,9,0
U104312,1,1,58,PR100793,ANDROID,PR100793,1,0
U104313,6,16,84,PR100956,MAC OS X,PR100956,12,2
U104314,3,4,482,PR100785,WINDOWS,PR100113,2,3
U104315,1,2,52,PR100014,ANDROID,PR101072,1,1
U104316,1,3,222,PR100715,ANDROID,PR100715,1,0
U104317,4,5,139,PR100279,ANDROID,PR100672,3,5
U104318,4,1,75,PR101387,WINDOWS,PR101387,4,0
U104319,2,7,142,PR100408,WINDOWS,PR100147,4,11
U104320,2,4,1188,PR100017,ANDROID,PR100000,3,4
U104321,1,1,330,PR100263,ANDROID,PR100263,1,0
U104323,5,10,1307,PR100321,ANDROID,PR101640,11,1
U104324,4,6,75,PR100298,WINDOWS,Product101,5,10
U104325,2,5,70,PR100304,ANDROID,PR101173,9,15
U104327,2,2,398,PR100073,WINDOWS,PR100102,2,2
U104328,1,1,49,PR100010,ANDROID,PR100010,1,0
U104329,1,2,448,PR100873,WINDOWS,PR100873,1,2
U104330,2,3,63,PR100477,ANDROID,PR100073,1,1
U104331,4,4,773,PR100039,ANDROID,PR100184,3,0
U104332,1,3,154,PR101230,WINDOWS,PR101230,2,0
U104333,3,11,893,PR100108,WINDOWS,PR100017,1,3
U104334,2,2,100,PR100906,WINDOWS,PR100133,1,20
U104335,0,0,385,Product101,ANDROID,PR100406,0,0
U104336,0,0,43,Product101,MAC OS X,PR100393,0,0
U104337,1,1,58,PR100020,WINDOWS,PR100020,1,0
U104338,3,4,305,PR100013,WINDOWS,PR100340,2,1
U104339,0,1,233,PR100153,WINDOWS,PR100153,0,0
U104340,1,4,58,PR102973,WINDOWS,PR101941,4,6
U104341,1,5,785,PR100051,WINDOWS,PR101111,1,3
U104342,1,1,345,PR100192,ANDROID,PR100192,1,0
U104343,1,0,733,Product101,ANDROID,Product101,2,0
U104344,1,4,285,PR100166,WINDOWS,PR100017,1,0
U104345,1,3,642,PR101693,ANDROID,PR101692,4,6
U104346,1,2,97,PR100050,WINDOWS,PR100015,1,20
U104347,1,1,398,PR100025,ANDROID,Product101,0,1
U104348,1,9,64,PR100252,MAC OS X,PR100301,1,36
U104349,1,4,201,PR100228,WINDOWS,PR100228,2,2
U104350,1,0,184,Product101,WINDOWS,PR100051,1,0
U104351,1,4,722,PR100739,ANDROID,PR100025,2,0
U104352,3,13,50,PR100200,ANDROID,Product101,18,71
U104353,1,1,406,PR101529,ANDROID,PR101529,1,0
U104354,1,2,127,PR100768,MAC OS X,PR100152,1,0
U104355,1,1,655,PR100773,WINDOWS,PR100773,1,0
U104356,2,2,86,PR101615,WINDOWS,PR101615,4,12
U104357,5,4,286,PR100339,ANDROID,Product101,7,6
U104358,0,1,329,PR100209,MAC OS X,PR100209,0,0
U104359,1,2,627,PR100017,ANDROID,PR100017,0,1
U104360,2,11,462,PR100403,WINDOWS,PR103226,2,10
U104361,3,6,0,PR100187,WINDOWS,PR100017,6,15
U104362,1,2,109,PR100498,ANDROID,PR100498,1,1
U104364,2,2,261,PR100025,WINDOWS,PR100986,2,0
U104365,1,5,210,PR100200,ANDROID,PR100102,1,4
U104366,1,2,48,PR100153,WINDOWS,PR100539,1,1
U104367,1,2,97,PR100113,WINDOWS,PR100047,1,10
U104368,3,10,50,PR100187,WINDOWS,PR100187,16,93
U104369,1,3,945,PR100102,WINDOWS,PR100102,4,33
U104370,3,4,64,PR100025,ANDROID,PR100184,3,0
U104371,0,0,519,Product101,ANDROID,PR100166,0,0
U104372,0,3,162,PR100178,WINDOWS,PR100117,0,0
U104373,1,7,72,PR100390,ANDROID,PR100166,9,11
U104374,3,2,863,PR100616,ANDROID,PR100616,4,0
U104375,1,2,437,PR100044,WINDOWS,PR101207,5,4
U104376,1,5,517,PR101395,WINDOWS,PR102390,0,3
U104377,2,5,80,PR100025,ANDROID,PR100895,4,0
U104378,2,12,1645,PR100829,WINDOWS,PR100231,13,18
U104379,2,5,62,PR100279,WINDOWS,PR100581,4,3
U104380,2,2,66,PR100089,ANDROID,PR101814,0,1
U104381,5,13,840,PR100430,ANDROID,PR100631,9,0
U104382,1,1,138,PR100636,WINDOWS,PR100636,1,0
U104383,1,1,364,PR100025,ANDROID,PR100025,1,0
U104384,1,3,48,PR100086,ANDROID,PR100272,1,0
U104385,6,7,70,PR100166,WINDOWS,PR100166,9,27
U104386,2,11,80,PR101575,WINDOWS,PR100578,10,30
U104387,1,1,1068,PR100055,WINDOWS,Product101,0,1
U104388,1,1,54,PR100119,MAC OS X,PR100119,1,0
U104389,1,1,57,PR100311,WINDOWS,PR100342,1,0
U104390,1,5,46,PR100017,WINDOWS,PR100017,10,13
U104391,1,1,94,PR100166,IOS,PR100166,1,0
U104392,1,5,241,PR100010,ANDROID,PR100025,5,3
U104393,1,3,2177,PR100130,MAC OS X,PR100872,1,3
U104394,1,1,188,PR100058,WINDOWS,PR100058,1,0
U104395,1,1,568,PR101970,ANDROID,PR101970,1,0
U104396,1,3,784,PR100390,WINDOWS,PR100390,3,5
U104397,4,4,640,PR107639,ANDROID,Product101,7,15
U104398,3,9,407,PR100401,WINDOWS,PR100401,7,14
U104399,2,1,93,PR100496,LINUX,Product101,0,0
U104400,3,3,289,PR100025,ANDROID,PR100025,3,0
U104401,1,1,285,PR100073,ANDROID,PR100073,1,0
U104402,1,1,52,PR100025,ANDROID,PR100025,1,0
U104403,1,1,52,PR100025,ANDROID,PR100025,0,1
U104404,2,3,68,PR100089,ANDROID,PR100089,2,0
U104405,2,2,50,PR100089,ANDROID,PR100010,3,3
U104406,1,1,222,PR100612,ANDROID,PR100612,1,0
U104407,1,1,44,PR100362,MAC OS X,Product101,0,11
U104408,1,1,74,PR100025,ANDROID,PR100025,2,0
U104409,0,0,57,Product101,ANDROID,Product101,0,0
U104410,1,1,270,PR100316,WINDOWS,PR100269,1,0
U104411,1,1,103,PR100298,WINDOWS,Product101,1,25
U104412,0,1,162,PR100045,ANDROID,PR100045,0,0
U104413,2,3,75,PR100188,WINDOWS,PR100103,2,0
U104414,3,6,97,PR100055,WINDOWS,PR100522,5,1
U104415,2,5,1251,PR100132,WINDOWS,PR100233,2,6
U104416,4,5,0,PR100470,WINDOWS,PR102072,3,23
U104417,2,7,925,PR100457,LINUX,PR100142,1,0
U104418,3,3,50,PR100025,ANDROID,PR100234,2,5
U104419,2,2,272,PR100291,WINDOWS,PR101050,7,1
U104420,2,3,291,PR100269,WINDOWS,PR100269,3,4
U104421,2,1,1262,PR100017,WINDOWS,Product101,1,0
U104422,2,12,846,PR100200,MAC OS X,PR101342,14,24
U104423,1,1,289,PR100025,ANDROID,PR100025,1,0
U104424,1,5,271,PR100279,WINDOWS,PR100540,2,1
U104425,2,3,525,PR100906,ANDROID,PR100403,2,1
U104426,0,0,210,Product101,MAC OS X,PR100172,0,0
U104427,5,5,1119,PR100642,WINDOWS,PR100498,8,5
U104428,4,4,99,PR101241,ANDROID,PR100073,5,0
U104429,1,1,607,PR100051,ANDROID,Product101,0,0
U104430,1,1,59,PR100025,ANDROID,PR100025,1,0
U104431,2,2,176,PR100152,UBUNTU,PR100152,2,0
U104432,1,3,61,PR100166,WINDOWS,PR100123,3,3
U104433,3,2,105,Product101,WINDOWS,PR100021,3,0
U104434,1,3,1201,PR100875,WINDOWS,PR101282,3,9
U104435,2,5,83,PR101616,MAC OS X,PR101390,2,1
U104436,1,1,794,PR100108,ANDROID,PR100108,1,0
U104437,1,3,124,PR100017,IOS,PR101277,1,0
U104438,5,34,699,Product101,WINDOWS,PR102009,15,7
U104439,4,2,126,PR100073,ANDROID,PR100073,8,0
U104440,1,1,116,PR100055,WINDOWS,Product101,0,5
U104441,4,6,77,PR100152,WINDOWS,PR100328,3,17
U104442,0,0,70,Product101,WINDOWS,PR100901,0,0
U104443,3,6,43,PR100250,WINDOWS,PR100250,8,21
U104444,1,1,1118,PR100352,ANDROID,PR100352,1,0
U104445,3,7,98,PR100057,WINDOWS,PR102159,10,33
U104446,1,2,63,PR100025,ANDROID,PR100182,1,0
U104447,1,1,75,PR100504,WINDOWS,PR100504,0,1
U104448,1,1,791,PR100849,WINDOWS,PR100050,1,2
U104449,2,2,2078,PR100274,WINDOWS,PR100274,2,0
U104450,5,15,152,PR101042,WINDOWS,PR100017,14,16
U104451,1,2,120,PR100106,WINDOWS,PR100781,1,0
U104452,1,1,52,PR100058,MAC OS X,PR100058,1,4
U104453,1,3,108,PR100258,WINDOWS,PR100287,2,0
U104454,2,1,828,PR100352,ANDROID,PR100352,3,0
U104455,2,4,251,PR100036,MAC OS X,PR102072,3,2
U104456,4,10,335,Product101,MAC OS X,PR100291,5,7
U104457,3,6,1050,PR100028,WINDOWS,PR103608,5,6
U104458,1,2,467,PR100328,LINUX,PR100269,1,1
U104459,1,1,433,Product101,ANDROID,Product101,2,0
U104460,3,11,1600,PR100364,ANDROID,PR100364,7,0
U104461,1,3,1361,PR100019,WINDOWS,PR100047,1,3
U104462,6,27,278,PR100279,WINDOWS,PR101097,10,24
U104463,1,1,86,PR100005,WINDOWS,PR100200,2,0
U104464,1,2,79,PR102519,WINDOWS,PR102519,1,3
U104465,1,2,542,PR100017,ANDROID,PR101008,3,8
U104466,4,4,1368,PR100873,ANDROID,PR101765,3,53
U104467,1,2,50,PR100106,MAC OS X,PR100106,0,0
U104468,7,1,197,PR100734,LINUX,PR100734,11,0
U104469,3,5,939,PR100470,ANDROID,PR100063,2,0
U104470,1,1,185,PR100123,WINDOWS,PR100017,1,0
U104471,1,2,84,PR100070,WINDOWS,PR100017,8,4
U104472,1,1,1188,PR100873,ANDROID,PR100873,1,1
U104473,2,2,88,PR100126,WINDOWS,PR100843,1,2
U104474,2,2,156,Product101,WINDOWS,Product101,3,0
U104475,2,3,218,PR100743,ANDROID,PR100115,4,1
U104476,1,2,269,PR100375,WINDOWS,PR100375,1,15
U104478,2,4,47,PR100036,WINDOWS,PR100752,5,0
U104479,3,4,197,PR101637,ANDROID,PR101637,4,0
U104480,1,4,988,PR100166,WINDOWS,PR100390,3,3
U104481,0,0,208,Product101,ANDROID,Product101,0,0
U104482,1,1,1682,PR100025,IOS,PR100025,1,0
U104483,4,10,117,PR101207,ANDROID,PR101207,16,19
U104484,3,3,191,PR100119,WINDOWS,PR100254,2,1
U104485,1,1,401,PR100266,WINDOWS,PR100171,1,2
U104486,1,1,61,PR100630,WINDOWS,PR100002,0,1
U104487,1,2,134,PR100080,WINDOWS,PR100080,2,0
U104488,1,4,829,PR100219,WINDOWS,PR100219,2,0
U104489,2,7,121,PR100390,WINDOWS,PR100047,1,2
U104490,2,9,824,PR100134,WINDOWS,Product101,2,2
U104491,3,4,93,Product101,WINDOWS,PR100481,3,0
U104492,4,10,69,PR100166,WINDOWS,PR100166,10,7
U104493,1,1,181,PR100079,ANDROID,PR100079,1,0
U104494,3,2,50,PR100017,ANDROID,PR100017,4,0
U104495,3,3,367,PR100390,WINDOWS,PR100390,14,11
U104496,2,3,515,PR100458,WINDOWS,PR100252,3,2
U104497,1,3,662,PR100044,WINDOWS,PR100044,4,4
U104498,1,1,0,PR100121,ANDROID,PR100121,2,0
U104499,4,7,166,PR100003,WINDOWS,PR100003,9,41
U104500,3,2,1048,Product101,MAC OS X,PR100202,3,1
U104501,1,1,67,PR100075,MAC OS X,PR100075,1,0
U104502,1,1,246,PR101490,WINDOWS,Product101,0,0
U104503,2,1,1123,PR100017,MAC OS X,PR100017,1,2
U104504,1,1,282,PR100244,ANDROID,PR100244,1,0
U104505,2,2,154,PR100025,ANDROID,PR100010,2,0
U104506,0,0,346,Product101,ANDROID,PR100102,0,0
U104507,2,5,570,PR100937,WINDOWS,PR100060,2,3
U104508,1,1,931,PR100281,ANDROID,PR100281,1,0
U104509,4,11,882,PR100683,WINDOWS,Product101,6,8
U104510,1,4,386,PR100487,WINDOWS,PR101095,3,1
U104512,1,2,744,PR100166,ANDROID,PR100166,2,4
U104513,2,2,83,PR100767,ANDROID,PR100352,1,0
U104514,3,3,103,PR100567,WINDOWS,PR100401,2,2
U104515,1,1,52,PR100200,WINDOWS,PR100200,1,5
U104516,1,1,295,PR101529,ANDROID,PR101529,1,0
U104517,1,0,78,Product101,ANDROID,Product101,1,0
U104518,5,2,341,PR100902,WINDOWS,PR102635,5,3
U104519,1,4,525,PR100172,MAC OS X,PR101146,2,0
U104520,3,5,89,PR100307,ANDROID,PR100307,7,5
U104521,1,1,399,PR100010,ANDROID,PR100010,1,0
U104522,2,4,58,PR100578,WINDOWS,PR100578,3,16
U104523,1,3,1646,PR100328,WINDOWS,PR100095,1,0
U104524,3,6,595,PR101615,WINDOWS,PR100369,3,5
U104525,1,4,639,PR100244,WINDOWS,PR100792,1,0
U104526,1,1,47,PR100279,WINDOWS,PR100279,0,2
U104527,1,1,85,Product101,ANDROID,PR100025,1,2
U104528,0,1,47,PR100283,WINDOWS,PR100283,0,0
U104529,1,1,126,PR100163,ANDROID,PR100163,2,0
U104530,1,1,69,PR100070,WINDOWS,PR100070,4,0
U104531,6,2,795,PR101146,WINDOWS,PR101146,4,1
U104532,3,9,88,PR100282,ANDROID,PR100282,4,0
U104533,0,1,78,PR100185,WINDOWS,Product101,0,0
U104534,1,1,83,PR100025,ANDROID,Product101,0,0
U104535,1,1,506,PR100219,ANDROID,PR100219,2,0
U104536,2,12,82,PR100978,ANDROID,PR100025,9,8
U104537,1,3,434,PR100282,ANDROID,PR101029,1,0
U104538,3,6,174,PR100406,WINDOWS,PR100539,5,33
U104539,5,4,116,PR100228,WINDOWS,PR100166,10,18
U104540,3,18,0,PR100287,WINDOWS,PR105578,3,0
U104541,1,2,84,PR100003,WINDOWS,PR100017,0,3
U104542,1,1,290,PR100058,WINDOWS,PR100058,1,2
U104543,1,1,61,PR100010,ANDROID,Product101,0,1
U104544,4,5,49,PR100099,WINDOWS,PR100317,5,25
U104545,1,2,179,PR100102,ANDROID,PR100513,1,4
U104546,0,2,75,PR101609,ANDROID,PR100739,0,0
U104547,1,1,89,PR100950,WINDOWS,PR100135,1,0
U104548,2,11,462,PR100200,ANDROID,PR100051,6,12
U104549,1,3,904,PR100301,WINDOWS,Product101,0,1
U104550,1,1,104,PR101029,WINDOWS,Product101,0,12
U104551,1,1,50,PR101218,MAC OS X,PR100147,0,8
U104552,1,3,1046,PR100331,WINDOWS,PR101577,1,0
U104553,1,1,633,PR100115,ANDROID,PR100166,1,0
U104554,1,2,54,PR100316,ANDROID,PR100316,1,1
U104555,5,16,218,PR100166,WINDOWS,PR100390,13,18
U104556,1,4,1108,PR100515,WINDOWS,PR100166,2,4
U104557,2,7,1090,PR100390,MAC OS X,PR100466,2,1
U104558,3,23,102,PR100444,ANDROID,PR100444,5,1
U104559,1,3,56,PR102158,WINDOWS,Product101,1,0
U104560,2,5,68,PR100209,WINDOWS,PR100059,1,4
U104561,2,10,611,PR100885,WINDOWS,PR100885,1,2
U104562,1,1,45,PR100051,ANDROID,PR100051,1,0
U104563,1,1,399,PR100833,WINDOWS,PR100833,1,42
U104564,0,0,240,Product101,ANDROID,PR100918,0,0
U104566,6,23,167,PR101042,WINDOWS,PR101367,46,263
U104567,1,4,445,PR100876,WINDOWS,PR103366,4,7
U104568,2,2,314,PR100263,WINDOWS,PR100401,2,4
U104570,1,6,417,PR100067,WINDOWS,PR100067,3,8
U104571,2,3,71,PR100003,MAC OS X,PR102504,2,0
U104572,3,6,124,PR101708,WINDOWS,PR101708,0,5
U104573,1,1,117,PR100758,ANDROID,PR100758,1,0
U104574,1,2,126,PR101637,ANDROID,PR101637,1,0
U104575,1,4,69,PR100145,MAC OS X,Product101,0,4
U104576,2,1,1039,PR100234,ANDROID,PR100234,6,0
U104577,3,7,108,PR100515,ANDROID,Product101,8,38
U104578,2,2,93,PR100355,WINDOWS,PR101637,2,1
U104579,1,2,92,PR101216,WINDOWS,PR101216,1,0
U104580,1,2,112,PR100869,WINDOWS,PR100869,1,1
U104581,3,4,71,PR100750,WINDOWS,PR100481,3,4
U104582,2,3,65,PR100199,WINDOWS,PR100686,3,6
U104583,3,5,448,PR100811,WINDOWS,PR100470,1,5
U104584,4,7,1490,PR100467,WINDOWS,PR100003,12,6
U104585,1,1,73,PR100436,WINDOWS,PR100436,1,1
U104587,2,5,306,PR100743,WINDOWS,PR100700,3,1
U104588,1,2,58,PR100010,ANDROID,PR101637,0,1
U104589,4,1,188,PR101719,ANDROID,PR101719,4,3
U104590,1,5,128,PR101054,WINDOWS,PR100044,2,6
U104592,1,7,65,PR100199,WINDOWS,PR100686,6,4
U104593,0,0,179,Product101,ANDROID,PR101071,0,0
U104594,1,5,98,Product101,ANDROID,PR100017,2,0
U104595,6,5,351,PR101055,ANDROID,PR100258,4,2
U104596,1,2,208,PR100042,ANDROID,PR100042,0,0
U104597,1,4,56,PR100070,WINDOWS,Product101,2,0
U104599,1,1,148,PR100060,WINDOWS,Product101,0,2
U104600,1,1,235,PR100338,WINDOWS,PR100338,0,1
U104601,1,1,331,PR100003,MAC OS X,PR100003,1,0
U104602,4,7,110,PR100736,WINDOWS,Product101,2,10
U104604,2,7,433,PR100515,WINDOWS,PR101706,4,13
U104605,2,3,186,PR100144,ANDROID,PR100017,3,6
U104606,5,6,357,PR100081,WINDOWS,Product101,4,7
U104607,2,4,1290,PR100113,MAC OS X,PR100113,2,8
U104608,1,2,297,PR100027,WINDOWS,Product101,0,0
U104609,0,0,123,Product101,ANDROID,Product101,0,0
U104610,2,7,50,PR100198,ANDROID,PR100198,1,3
U104611,1,5,633,PR100051,WINDOWS,PR100044,6,3
U104612,5,6,291,PR100400,ANDROID,PR100073,6,0
U104613,2,2,205,PR100017,WINDOWS,PR100017,2,4
U104614,3,4,301,PR100025,ANDROID,PR100369,2,0
U104615,3,3,228,PR100051,ANDROID,PR100877,2,6
U104616,2,5,229,PR100166,WINDOWS,PR100390,1,1
U104617,1,2,349,PR100206,WINDOWS,PR100099,1,0
U104618,5,12,471,PR100017,IOS,PR100470,6,0
U104619,3,1,156,PR100119,WINDOWS,PR100119,2,0
U104620,1,3,252,PR101063,WINDOWS,PR100268,2,3
U104621,4,19,293,PR100876,WINDOWS,Product101,20,23
U104622,1,2,94,PR101637,ANDROID,PR100023,1,0
U104623,5,14,869,PR100390,ANDROID,PR100390,29,44
U104624,1,1,118,PR100152,WINDOWS,PR100152,1,0
U104625,4,6,656,PR101744,WINDOWS,PR100210,4,3
U104626,1,1,545,PR100802,MAC OS X,PR100802,2,0
U104627,1,1,61,PR100469,WINDOWS,PR100469,1,0
U104628,1,1,493,PR100252,WINDOWS,PR100252,1,0
U104629,2,5,1361,PR100206,WINDOWS,PR100546,7,22
U104630,4,11,1573,PR100200,MAC OS X,PR100515,6,5
U104631,2,8,1572,PR100137,WINDOWS,PR100086,5,48
U104632,1,1,57,PR100070,WINDOWS,PR100070,3,1
U104633,1,1,200,PR100885,WINDOWS,Product101,2,67
U104634,4,49,863,Product101,WINDOWS,PR101034,11,25
U104636,5,9,1930,PR100202,WINDOWS,PR100202,9,0
U104637,2,2,128,PR100200,ANDROID,PR100234,7,13
U104638,1,1,473,PR100082,WINDOWS,PR100082,1,0
U104639,3,15,491,PR107958,ANDROID,PR100152,8,19
U104640,1,2,664,PR100121,ANDROID,PR100121,1,0
U104641,3,2,519,PR105853,ANDROID,PR101229,7,1
U104642,5,15,167,PR101844,WINDOWS,PR100390,30,129
U104643,1,5,200,PR101575,LINUX,PR101575,2,3
U104644,2,2,60,PR100771,WINDOWS,PR100252,3,56
U104645,1,2,115,PR100694,WINDOWS,PR100694,3,0
U104646,2,3,492,PR100073,ANDROID,PR100017,1,1
U104647,5,5,65,PR100612,ANDROID,PR100025,6,5
U104650,2,3,123,PR100003,WINDOWS,PR100003,2,5
U104651,3,12,1095,PR101883,WINDOWS,PR101367,18,28
U104652,4,6,1598,PR100390,WINDOWS,Product101,21,22
U104653,2,4,54,PR100096,WINDOWS,PR101708,3,3
U104654,1,1,145,PR101003,ANDROID,Product101,0,3
U104655,4,7,828,PR100734,UBUNTU,PR100743,7,59
U104656,6,7,88,PR100767,ANDROID,Product101,9,1
U104657,2,5,171,PR100453,WINDOWS,PR101108,2,1
U104658,1,1,108,PR100339,WINDOWS,PR100339,1,0
U104659,2,3,68,PR100036,WINDOWS,PR100017,4,4
U104660,1,3,65,PR100417,ANDROID,PR100113,4,1
U104661,1,0,226,Product101,WINDOWS,Product101,1,0
U104662,3,1,665,PR100279,LINUX,PR100279,2,0
U104663,2,6,209,PR100669,WINDOWS,PR100137,2,0
U104664,1,5,317,PR100224,WINDOWS,PR100078,0,1
U104665,0,1,964,PR100017,ANDROID,PR100017,0,0
U104666,0,5,144,PR100910,MAC OS X,PR100910,0,0
U104667,1,1,194,PR100834,MAC OS X,PR100834,1,0
U104668,5,12,336,PR100040,WINDOWS,PR100017,19,17
U104669,2,16,549,PR100102,WINDOWS,PR100044,18,34
U104670,1,2,384,PR100017,WINDOWS,PR100017,1,1
U104671,6,21,291,Product101,ANDROID,PR100415,12,9
U104672,1,1,300,PR100498,WINDOWS,PR100498,1,1
U104673,1,1,0,PR100010,ANDROID,Product101,0,0
U104674,3,12,101,PR100043,WINDOWS,PR100605,15,8
U104675,2,3,43,PR100401,WINDOWS,PR100279,2,6
U104676,2,1,48,PR100378,ANDROID,PR100378,2,0
U104677,1,1,1319,PR100784,MAC OS X,Product101,0,2
U104678,2,5,1619,PR100163,WINDOWS,PR100561,3,38
U104679,1,6,174,PR100017,WINDOWS,PR100017,4,6
U104680,1,6,173,PR100086,WINDOWS,PR100102,1,1
U104681,2,7,110,PR100017,WINDOWS,PR100471,6,2
U104682,2,5,644,PR100515,WINDOWS,PR100017,3,16
U104683,2,4,179,PR100558,ANDROID,PR100458,5,20
U104684,5,13,1158,PR100166,MAC OS X,PR100390,8,11
U104685,1,6,624,PR101054,WINDOWS,PR100044,4,5
U104686,1,2,353,PR100312,WINDOWS,PR100312,2,0
U104687,1,1,117,PR100567,ANDROID,PR100567,1,0
U104688,1,1,382,PR100209,WINDOWS,PR100209,2,1
U104689,0,0,963,Product101,ANDROID,PR100152,0,0
